nome,votos
CARLA ROSYMAR ARAUJO DE SOUSA BARRETO,103527
ERIVALDO COSTA E SILVA,5362
HELENO LUIZ DA SILVA,2900
HENRIQUE EDUARDO LYRA ALVES,308890
IZAQUE GREGÓRIO ROMÃO DE OLIVEIRA,2748
JOAO DA SILVA MAIA,165716
JOSE BEZERRA DE OLIVEIRA,3902
MARCUS CESAR CAVALCANTI DE MORAIS,22799
MOACIR NUNES DA SILVA,4025
PAULO WAGNER LEITE DANTAS,92095
ALEXANDRE TAWFIC HASBUN,10035
CARLOS ALBERTO DE SOUSA ROSADO,100166
FELIPE CATALAO MAIA,157010
FÁBIO SALUSTINO MESQUITA DE FARIA,180693
GUIDO MAGGI JUNIOR,4356
ROGERIO SIMONETTI MARINHO,104691
VICENTE FRANCO SOBRINHO,5702
ADENUBIO DE MELO GONZAGA,23390
FRANCISCO DE ASSIS GOMES FILHO,5488
JOSE GERALDO SARAIVA PINTO,47977
MARCOS AURELIO GARCIA DE LEMOS,1120
MARIA DE FATIMA BEZERRA,91908
SANDRA MARIA DA ESCOSSIA ROSADO,94888
WOBER LOPES PINHEIRO JUNIOR,36994
MARCOS ANTONIO RIBEIRO BARACHO,1559
CLAUDINEI FRANCISCO PINHEIRO,1573
JOSE DANIEL LISBOA ARRUDA DE MELO,2079
MANOEL JEAN FELIX,3850
MARCOS ANTONIO DE ARAUJO FREIRE,1479
NEY SIVEIRA DIAS,3956
FRASCISCO CANINDE DE FRANÇA,3112
JOSÉ DIVANILTON PEREIRA DA SILVA,10557
MANOEL MARQUES DANTAS,2570
SEBASTIÃO ARAUJO DE LIMA,395
JOAO MARIA CASSEMIRO DA COSTA,4090
MARIA DO ROSÁRIO DE OLIVEIRA,7477
IRINEU MARTINS DE LIMA,599
DAILTON SILVA LEMOS,518
LUIZ LOPES VARELLA,6358
ADRIANA DOS SANTOS BEZERRA,352
ALEX SANDRO CAIEL DA SILVA,4626
ANTONIO ARLAN BRUM NUNES,445
ANTONIO GERALDO DE SOUZA HENRIQUES FILHO,8202
ANTONIO LEITE RUAS NETO,1470
ARILTON SERAFIM CARDOSO,1165
CELEDO HEITOR ELZ NETO,945
EMERSON MARTINS DUTRA,1403
EUCLIDES ZAMPEZE,2890
FABIO ROBERTO MORAES LEMES,1186
JEFFERSON FRAGA DA SILVA,1173
JORGE RICARDO MOREIRA,2012
LUCIANA KREBS GENRO,48489
MAICON NACHTIGALL,2804
MARIO AUGUSTO CORREIA SAN SEGUNDO,1026
PAULO ROGERIO BENITES,564
PAULO SERGIO DA SILVA,1329
ROBERTO SCHNEIDER SEITENFUS,1196
ALEXANDRE RUBIO ROSO,42848
ANDRE CASSIO DA SILVA OLIVEIRA,3397
ASSIS FLAVIO DA SILVA MELO,48368
CARIN ISABEL DRIES,1012
CARMEN REGINA DE LIMA ABRAHAO,1036
CILDA JULIETA GOLDSCHMIDT,2142
CLAUDETE LANGENDORF MACHADO,4589
CLAUDIOMIRO GOROSTIDE MENNA BARRETO,14278
CLOVIS RECH,10641
DOMINGOS SAVIO SALVADOR,5808
GUSTAVO BAPTISTA EBOLI,5230
IRANI COELHO FERNANDES,1966
JANE SILVEIRA DE MIRANDA,624
JOAO RAMOS FILHO,752
JOSE GARIBALDI BORIN COLVEIRO,782
JOSE LUIZ STEDILE,38025
JULIANO ROSO,13997
JULIO CEZAR JORGE MARTINS,1769
LUIS CARLOS TROMBETTA,5768
LUIZ NOE SOUZA SOARES,19816
LUIZ ROBERTO DE ALBUQUERQUE,155282
MANUELA PINTO VIEIRA D AVILA,196418
MARCELO PARMEGGIANI,933
MARIA NELI OLIVEIRA FERRANTI,1824
NEIDMAR ROGER CHARAO ALVES,1044
NELMO GONCALVES DE OLIVEIRA,7046
OSCAR JOSE PLENTZ NETO,4358
OTAVIO MAXIMILIANO REICHERT,1635
RENATA GARCIA TEIXEIRA,1887
RICARDO JOSE NUNCIO,2018
RONALDO CASSIMIRO LORENZEN PIPPI,5442
ROSELAINE VARGAS BICCA DA COSTA,1241
SANDRA MARA REY BRANCO,619
VALTER LUIZ OLIVEIRA DA ROSA,6724
VICENTE PAULO DE OLIVEIRA SELISTRE,22781
IRMA MARIA SERAFINI,2074
VALNEY LUIZ VARGAS DA SILVA,1739
VILNEI OLIVEIRA DA SILVA,1014
CLEMENTE KRECHOWIEKI,10371
DIONILSO MATEUS MARCON,65791
DIRCEU SILVA LOPES,35093
ELVINO JOSÉ BOHN GASS,178630
EMILIA THEREZINHA XAVIER FERNANDES,55498
FABIANO PEREIRA,161193
FERNANDO STEPHAN MARRONI,107886
GILBERTO JOSE SPIER VARGAS,116853
HENRIQUE FONTANA JÚNIOR,249653
IVAR PAVAN,67791
MARCO AURELIO SPALL MAIA,190278
MARIA DO ROSARIO NUNES,68717
PAULO ADALBERTO ALVES FERREIRA,79097
PAULO ROBERTO SEVERO PIMENTA,247968
RONALDO MIRO ZULKE,291508
SUZANA AMBROS PEREIRA,18054
ALCEU MOREIRA DA SILVA,178487
ALEXSANDER KNAK,4876
ARLINDO SIGNOR,4912
DANIEL VARGAS DE FARIAS,5088
DARCÍSIO PAULO PERONDI,132349
ELISEU LEMOS PADILHA,126583
ELMAR ANDRÉ SCHNEIDER,36006
EVANDRO DE OLIVEIRA,8515
FABRICIO ZAMPROGNA MATIELLO,6616
FERNANDO SCORTEGAGNA,607
FRANCISCO AZAMBUJA BARBARÁ,5067
JORGE ALBERTO PORTANOVA MENDES RIBEIRO FILHO,180546
JOSÉ ANTÔNIO KANAN BUZ,4386
JULIO CESAR NUNES DE OLIVEIRA,4189
LEVI LORENZO MELO,25802
LUIZ FERNANDO SALVADORI ZÁCHIA,103750
MARLENE KOEPSEL BACKES,4511
MAURO PEREIRA,30339
OSMAR GASPARINI TERRA,131862
OTTO ALBINO GERHARDT NETO,22584
PAULO ROGÉRIO SANTOS DA SILVA,1272
ADOLAR RODRIGUES QUEIROZ,18266
AFONSO ANTUNES DA MOTTA,75253
ALBERTO MAIOLI,3050
ANA MARISE FRANTZ PEREIRA,2588
ANTONIO CLAUDIO MARQUES CASTILHO,9150
CARLOS EDUARDO VIEIRA DA CUNHA,135907
DÉLCIA GLACI DOS SANTOS CARVALHO,1289
ENIO EGON BERGMANN BACCI,44255
FLAVIO LUIZ SILVA DE SOUZA,3316
FLAVIO PERCIO ZACHER,33833
GIOVANI CHERINI,171957
JOSE ARY BRENOL ANDRADE,1522
JOÃO FRANCISCO FERNANDES DE QUADROS,6975
KALIL SEHBE NETO,98364
KATIA GRAZIELA AJALA DA ROSA,884
MARCELO ZAPPE BISOGNO,4008
ROGÉRIO VIEIRA,1992
SILVIA DANIELA PINTO MACEDO,1355
SUEME POMPEO DE MATTOS,10826
ALEXANDRE LEAL DE CAMPOS,457
LIOMAR BORGES DOS SANTOS,1343
ORLANDO DOS SANTOS,1377
ANA ALICE FELBERMAYER CASTELLAN,950
ANGELA JACQUELINE PACHE,1788
DANRLEI DE DEUS HINTERHOLZ,31761
EDUARDO RAFAEL VIERA OLIVERA,5026
ELIR DOMINGO GIRARDI,40968
FABRICIO CKLESS TAVARES DA SILVA,48104
FRANSCISCO ESPINDOLA,6469
GERMANO CABRERA MENDES,4025
JORGE VARGAS MARTINS,2945
JOSE LUIS RODRIGUES DE FREITAS ISERHARD,1580
JOSÉ FRANCISCO FERREIRA DA LUZ,7843
JOÃO EDUARDO QUEVEDO REYMUNDE,29720
LAURO RICARDO PILLAR BRONZONI,1589
LUIZ CARLOS GHIORZZI BUSATO,185102
MARCO ANTONIO LANG,26217
MATTEO ROTA CHIARELLI,22019
MAURÍCIO ALEXANDRE DZIEDRICKI,141899
NEUSA MARIA MACHADO ZOCH,1373
ONYX DORNELLES LORENZONI,127183
PATRIC CAVALCANTI,9078
PAULO RENATO PULZ,2192
PAULO ROBERTO PUGLIERO GONÇALVES,5663
RONALDO NOGUEIRA DE OLIVEIRA,18977
SERGIO GLENI ORASMO,5223
SERGIO IVAN MORAES,97969
VOLNEI TESSER,6246
ALDA TEREZINHA LOPES MILLER,1405
CLAUDIO DENIZ MILAN IGNACIO,4760
CRISTIANO FERREIRA MORAES,3298
EDISON MARTINS DOS SANTOS,2128
ELIANE CARMANIM LIMA,764
ENGELBERTO JOÃO RIEGER,2628
JOAO CAMARGO DO NASCIMENTO,956
JORGE LUIS DOS SANTOS CASTRO,1009
JOSE ELDIR BARBOSA,469
JOÃO CARLOS VIEIRA BENJAMIIN,2550
MARCO ANTONIO DOS SANTOS,896
NELSON CARVALHO VASCONCELOS,2171
RENI VILMAR DOS SANTOS,473
VALDEMIR LIMA FERNANDES,701
ADEMIR JOSE SCHNEIDER,41211
ADÃO CANABARRO PRESTES,21006
AFRANIO PEDRO CAPELLI,2638
CARLOS ERI LIMA,4868
CELSO REHBEIN,1345
CLAUDIO CASTANHEIRA DIAZ,71773
CLAUDIO GETULIO VARGAS,20357
ELIAS NUNES VIDAL,14333
ELSA HELBLING BEATRICI,1533
GENTIL SANTALUCIA,22592
HELOISA HELENA ENNES SCHWONKE,1647
HILDO NEY CASPARY,10155
JANE PINTO ANDREOLA OLIBONI,16527
JEOVANE WEBER CONTREIRA,7529
JERONIMO PIZZOLOTTO GOERGEN,121026
JOAO CARLOS SALVADOR RODRIGUES,4590
JOSE ALFONSO EBERT HAMM,129115
JOSE OTAVIO GERMANO,250284
JOÃO CARLOS SCHNEIDER,1647
LANE HELENA TOSCA TOLDO,1901
LUIS AMARO PRESTES DE OLIVEIRA,30177
LUIS CARLOS HEINZE,285811
LUIZ CARLOS TRAMONTINI,7329
MARIA ANGELA PELLIN DE MOLNAR,2694
MAURO DE SENA PEREIRA,2288
NELSON MARCHEZAN JUNIOR,228200
NILSA TEREZINHA CAPIEM DE FIGUEIREDO,648
PAULO ADIR FERREIRA,444
PAULO ANTÃO AZAMBUJA BAPTISTA,682
PEDRO REUS RIBEIRO NARDES,58260
PETER SILVA DA SILVA,1341
RENATO DELMAR MOLLING,180161
RICARDO GUIMARÃES MOURA,14198
ROSANA OPPITZ,3232
RUY PAULETTI,65176
SALEZIO DAGOSTIM,8157
SERGIO CLAURY VIEIRA SAMPAIO,1941
VILSON LUIZ COVATTI,120619
WALDIR CANAL,54119
WILSON PORTINHO FILHO,1842
JESSICA CAMPOS NUCCI,1010
MANOEL DA SILVA FERNANDES,1208
SILVERIO JOSE STOLBEN,2376
SERGIO FETT SPARTA DE SOUZA,5081
IRANI FRAGA,932
SÔNIA MARIA ZOTTIS BENELLI,2614
LAURO POGOZELSKI,588
CLECI MARIA DE FREITAS JORGE BENDER,2483
PAULO ROBERTO DA CUNHA,1890
ANTONIO ALTAIR PUSCHNERAT,2777
ADAILTON MARTINS NOLETO,1808
AMIR FRANCISCO LANDO,23329
CELSO ADAME,2950
CELSO GOMES,5126
EDUARDO MENEZES MARQUES,1125
ELDO DE LIMA,4776
HILDA MONTEIRO DE AZEVEDO,607
MANOEL NAZARENO CARVALHO DA SILVA JUNIOR,1022
MARCOS ROGÉRIO DA SILVA BRITO,35902
MARINHA CELIA ROCHA RAUPP DE MATOS,72931
NATAN DONADON,75295
NEIRA CLÁUDIA CARDOSO FIGUEIRA,822
PEDRO PAULO DE CARVALHO,4159
RAQUEL DUARTE CARVALHO,19920
SÉRGIO RUBENS CASTELO BRANCO DE ALENCAR,702
VITORIO MASSATOSHI HIGUTI,3023
ROSA MARIA FERNANDES ALVES,2218
CELIA BRASSAROTO FENALI,25551
NILTON BALBINO,55465
WILTON MELO ACOSTA,2405
ANSELMO DE JESUS ABREU,62166
JOÃO BECKER,6776
MAURO NAZIF RASUL,34737
MENILDA APARECIDA FANTECELE,4460
RENATO BARBOSA DA SILVA,956
CARLOS MAGNO RAMOS,67267
CELSO CRUZ DE CARVALHO,6341
COSMO DE NOVAES FERREIRA,6126
EDIVALDO FERREIRA DE OLIVEIRA,21575
EDUARDO LACERDA,3629
JAIME DE SOUZA LIMA,2141
JOAREZ JARDIM,39256
LINDOMAR BARBOSA ALVES,59160
ODAIR JOSE DOMINGOS,1524
RUBENS MOREIRA MENDES FILHO,54868
VALDECI CAVALCANTE MACHADO,65682
MIGUEL FERREIRA DE QUEIROZ,2688
JOÃO MOREIRA BONFIM,2717
JAIR DE FIGUEIREDO MONTE,7488
SILVANA MOTA DAVIS LOURENÇO,3324
MARIA APARECIDA DA SILVA RODRIGUES,9168
JOÃO DA LUZ LOPES,1620
SANDRO MORET NEVES DOURADO,1957
EDEZIO ANTONIO MARTELLI,3858
ADMILSON SCHERRER BRIZON,990
MARCONDES DOS SANTOS VENEROSO,6252
ISRAEL XAVIER BATISTA,44697
JOEL MARTINS DE OLIVEIRA,6291
JOAO DA CRUZ REIS,2486
LUCINEIDE DA SILVA TEIXEIRA,5906
NAIR FERREIRA DE SOUZA BARRETO,11666
VALDELISE MARTINS DOS SANTOS FERREIRA,32625
JOÃO DO VALE NETO,17745
TACITO PEREIRA DOS SANTOS,15564
ITAMAR DOS SANTOS FERREIRA,49026
SEBASTIÃO ROBERTO PINTO,1923
JOSÉ RIBAMAR DE OLIVEIRA,10852
MARLENE SILVA DE OLIVEIRA PARRA,29968
FRANCISCO SANCHES MENDONÇA,3146
MARITON BENEDITO DE HOLANDA,36881
RAIMUNDO NONATO DA SILVA,976
MESSIAS FERNANDES GOMES,4243
ALMIR MORAIS SA,27704
EDIO VIEIRA LOPES,113310
ELTON DA LUZ ROHNELT,9710
ERNESTO MARTINS VIEIRA JUNIOR,2047
HERBSON JAIRO RIBEIRO BANTIM,6162
LUCIANO DE SOUZA CASTRO,50298
MARCIO HENRIQUE JUNQUEIRA PEREIRA,15572
MARIA TERESA SAENZ SURITA JUCA,44685
MARIANEY INES ARENHART ALONSO,1730
MAURICIO PERDONCINI,4122
PAULO CESAR JUSTO QUARTIERO,8888
SAMIR DE CASTRO HATEM,30017
URZENI DA ROCHA FREITAS FILHO,18858
VICENTE DE PAULA VASCONCELOS BARRETO,407
ISAIAS RODRIGUES FILHO,451
AFONSO VALTER PARENTE PINTO,797
ALEXSON SUEIDE RABELO MAMED,870
ANTONIO AIRTON OLIVEIRA DIAS,8809
HELY DE DEUS LIMA FERREIRA,516
JOSE AMERICO DE CARVALHO PINHEIRO,645
JOSE MOZART HOLANDA PINHEIRO,18996
JULIO JOSE DE SOUZA,4797
LEONARDO DE ALMEIDA DIAS,8833
MARIA HELENA VERONESE RODRIGUES,14349
RAUL DA SILVA LIMA SOBRINHO,15874
RICARDO ROMMEL ROCHA LIMA,1080
SYLVIO FRAXE CAETANO,1813
ADEJALMO MOREIRA ABADI,2296
ALCESTE MADEIRA DE ALMEIDA,2790
CHHAI KWO CHHENG,1677
DEUSAILTON ANTONIO DE SOUZA,301
FRANCISCO EVANGELISTA DOS SANTOS DE ARAUJO,3096
FRANCISCO VIEIRA SAMPAIO,3643
GLEEN DAVID SCHIAVETO,394
IRMA LANCONI JORGE,232
JANE ALICE MANDUCA MOREIRA,3145
JOHNATHAN PEREIRA DE JESUS,11052
JOAO BATISTA CAMPELO,1613
JULIO AUGUSTO MAGALHAES MARTINS,1205
LUIZ EVANDRO DOS SANTOS SENA,1616
MARCOS JORGE DE LIMA,1829
MARIA CANDIDA GUIMARAES MACHADO DE SOUSA,862
OZELIO IZIDORIO MESSIAS,240
RUDSON LEITE DA SILVA,809
FRANKEMBERGEN GALVAO DA COSTA,12547
SIDINEI DAS GRACAS RODRIGUES BITTENCOURT,378
ELIZABETH MELO FURTADO DE MENDONCA,399
ANA CLAUDIA SILVA DOS SANTOS,452
ADEMAR CLEMENTINO DE GOIS,22553
ANDRIGO CARVALHO,6152
ANTONIO CHEDE,4638
APARECIDA BERNADETE FERREIRA BONA,4283
APOSTOLO NICOLAU PITSICA,4473
CAROLINA ORMINDA VIEIRA,4983
EDSON DE OLIVEIRA,4223
FLÁVIO LUIZ FURTADO,9598
GILSARA DIAS HANSEN,5906
GLACI APOLINÁRIO FABRIS,9583
IVAN TOBIS,8158
IVO ROGÉRIO REINHOLD,4656
LUCIANE APARECIDA FILIPINI STOBE,5608
MARCELO CÉSIO SOARES,7605
MARGARETE APARECIDA FRANCES,3949
NADIR BICA PEREIRA,5584
NERI FRANCISCO DA SILVA,4620
ROBERTO ROCHA RECKZIEGEL,8965
ROSALINA DORNELLES TREVISAN,11777
WANDERLEY DOS SANTOS AMORA,4407
ABDALA ABI FARAJ,5622
ANTONIO JOÃO TAVARES,1219
ANTÔNIO LUIS PEREIRA,6187
ARNO SCHNEIDER FILHO,15852
EDNA MÜLLER PICKLER PATRÍCIO,607
EDSON JOSÉ FIRMINO,22758
ELISETE LIMA KONS,2380
ESPERIDIÃO AMIN HELOU FILHO,37321
JOSUÉ PEREIRA,2328
JOÃO ALBERTO PIZZOLATTI JÚNIOR,101015
ODACIR ZONTA,174727
PEDRO PAULO BOFF SOBRINHO,22532
ROBERTO LUIZ SALUM,18651
SERGIO FURLAN,3388
SOILI MARIA BORSOI GALAFASSI,5907
VITOR OLIMAR MINELLA,14510
GIOVANI ZOBOLI,1114
JOÃO SOL ROZA PAGANI,1003
GERT SCHINKE,737
LEONEL DAVID JESUS CAMASAO,1423
NILTON LOURENCO JUNIOR,466
ALAN ALVES MOREIRA,4107
ROSANGELA DA SILVA PEREIRA,2573
CARLOS ALBERTO GRANADO DIAS,1234
CARMEN EMÍLIA BONFÁ ZANOTTO,38876
CLEUSA MARIA SEHN TEODORO,833
ELPÍDIO RIBEIRO NEVES,1435
GILBERTO LENZI,3880
IVO KONELL,14157
JOVINO CARDOSO NETO,26843
JOÃO ARY MENDES,900
JOÃO RODRIGUES,104304
KAMYLLA SANTOS DA CUNHA,673
MARCELO SCHRUBBE,35762
MAURÍCIO COSTA DA SILVA,9146
ONOFRE SANTO AGOSTINI,111018
PATRICIO CARLOS DESTRO,21965
PAULO ROBERTO BARRETO BORNHAUSEN,110375
ROMANNA GIULIA CECCON LEANDRO REMOR,39392
SALETE DE FÁTIMA ROCHA,915
ADRIANO ZANOTTO,37524
AIDA RODRIGUES ZAPELINI,945
CELSO MALDANER,87769
DALMO CLARO DE OLIVEIRA,236419
EDSON BEZ DE OLIVEIRA,93727
GEAN MARQUES LOUREIRO,131844
MARCELINO DE CAMPOS,26899
MAURO MARIANI,183963
ROGÉRIO MENDONÇA,143464
RONALDO JOSÉ BENEDET,162052
SILVANIA DA SILVA MACHADO DOS SANTOS,1045
SÔNIA REGINA FENNER,917
TASSIANA CAMPOS MACHADO,914
VALDIR COLATTO,83955
VANIR ARAÚJO FELICIANO,774
EVALDINO LEITE,10117
ROGERIO DA SILVA ORTIZ,8310
FABRICIO JOSE SATIRO DE OLIVEIRA,56995
GEOVANA BENEDET ZANETTE,13547
GERVASIO JOSE DA SILVA,111131
JORGINHO DOS SANTOS MELLO,86943
MARCO ANTONIO TEBALDI,117366
FREDERICO GUSTAVO FONSECA IUNES,571
MARIANA MARQUES,1617
ADELSON BENEDITO URIOSTE,9756
AIRTON SUDBRAK,1838
CARLOS ALBERTO NEVES ALMEIDA,583
DÉCIO NERY DE LIMA,201121
FRANCISCO DE ASSIS NUNES,27450
GILBERTO ALVES DO AMARAL,3901
JEAN CARLO LEUTPRECHT,23664
JERONIMO ALVES FERREIRA,31500
JORGE CATARINO LEONARDELI BOEIRA,61254
JORGE LUIS RIMOLO OSORIO,792
JOSÉ CARLOS VIEIRA,48661
LUCI TERESINHA KOSWOSKI CHOINACKI,53465
LUCIANO DA SILVEIRA MORAIS,724
LUIZ ROGÉRIO DA SILVA,36647
MARCELO WERNER,20412
MARIA MARINETE MERSS,72658
MÁRCIO MARTINS DE OLIVEIRA,3192
NÍKOLAS REIS MORAES DOS SANTOS,49517
PAULO ADRIANO DE OLIVEIRA,2838
PEDRO FRANCISCO UCZAI,135951
RICARDO CAMARGO VIEIRA,30253
VANIO DOS SANTOS,75310
VILMAR COMASSETTO,9301
ALTAIR JOSÉ DA SILVA,1817
ARLINDO BAGNARA,824
DOUGLAS GONÇALVES,2257
EDVINO HUBER,1018
ENÉAS CARRILHO DE VASCONCELOS NETO,496
HERBERT ETGES ZANDOMENECO,2583
IROSSI FERNANDO TAKEMURA,1736
JOSÉ CERINO DA SILVA,1643
LEANDRO INÁCIO DE ARAÚJO,3395
MIRIAM PROCHNOW,25100
RAFAEL SOUZA,1722
SEIJI FUJITA,1258
LUIS CARLOS MARTINS,4107
DORLEI JOÃO ANTUNES,10722
PAULO FERNANDO SQUIZZATO,3135
CLAUDEMIR ANTONIO PARISOTTO,2557
NAPOLEÃO BERNARDES NETO,32656
JAQUELINE ZAMBON DE CARVALHO,685
CAMILA GONÇALVES,2773
LEVI ITAMAR STORINI,1709
FRANCISCO CARLOS DA SILVA,1570
FERMINO FREITAS,1287
HELIO DINIZ FURLAN,12430
REGINA GARCIA FERREIRA,10651
ADEMIR MOTTA DA SILVA,10059
VALMIR COELHO LUDVIG,20468
MARCOS AUGUSTO KURTZ,55505
IARA MACHADO THIVES,562
SILVIA AGOSTINI FERREIRA,2027
ONDINA DOS SANTOS,2526
AGUINALDO TRIUMPHO AVELLAR,598
AJURICABA DE SOUZA MENEZES,11271
ALBERTO REGA,738
ALMÉRIO AGUIAR MELO FILHO,31109
ALVARO BONFA JUNIOR,692
ANA CRISTINA FERNANDES GIAMPIETRO,5167
ANGELO ROBERTO RESTIO,5959
ANTONIO MARTINS DA COSTA,593
CARMELITA RODRIGUES DA COSTA ESCUDERO TOLEDANO,563
CLERISTON PEREIRA DO VALLE,1911
DIEGO OLIVEIRA MARTINS,1234
EDSON EDINHO COELHO ARAUJO,56734
EDUARDO JOSÉ PEREIRA COELHO,80907
EVANDRO ANTONIO DE MEIRA,1681
FERDNAN GAMA SANTOS,1835
GERALDO TOMAZ AUGUSTO,11554
GULHERME DE MELLO CASTANHO,1257
JAIR CESAR DAMATO,16462
JEFFERSON CARVALHO SALES,13049
JOARÊS PAULINO DA COSTA,1602
JOSE LAZARO MELO,1253
JOSE RICARDO SCUTARE,842
JOSÉ ANTONIO MORATO,8133
JOSÉ CLAUDIO FABIANO SILVA,853
JOSÉ DE ANCHIETA FONTES,640
JOÃO BATISTA SILVA,1283
JOÃO LUIZ ROMANINI,1324
JOÃO SARACENI,1412
LEONARDO HENRIQUE CRAVO,731
LEONEL HERNANDEZ JUNIOR,9348
LOURENCO MOREIRA DA SILVA,3196
LUIZ CARLOS BOMFIM,752
MANOEL EMIDIO DE SANTANA,749
MARCOS ANTÔNIO FERREIRA TENÓRIO,5672
OCIMAR DONIZETI LEO OLIVEIRA,97125
PABLIO JOSÉ REBESSI,3768
PAULO CESAR DE OLIVEIRA LIMA,113285
PAULO JORGE VALENTIM,13915
PILTON RIOS DE BARROS FELIX PEREIRA,6809
RICARDO HOLZ VIDAL DOS SANTOS,5950
RINALDO ALVES PEREIRA,1391
ROLANDO BELTRAMINE ROLEMBERG,1179
SAMIR ASSAD NASSBINE,40088
SERGIO MARTINS DOS SANTOS JUNIOR,5877
SINIVAL JOSE INACIO,5151
VALÉRIA BENTO,4542
VANDERLEI JUELI,4083
WILSON DIAS RIBEIRO,1041
ALCIDES MONTANHER FILHO,12253
AUDALIO PAULO DA SILVA,1549
CELSO DA LUZ GUEDES,1301
LUIZ CESAR REGINATO,3292
ADRIANO ELI CORREA,50488
ALBERTO PEREIRA MOURAO,167234
ALEKSANDAR CARLOS MANDIC,27617
ALEXANDRE LEITE DA SILVA,129687
ANDRE SACCO JUNIOR,34367
ANTENOR DOS SANTOS TOKO,5403
ANTONIO ADOLPHO LOBBE NETO,78117
ANTONIO CARLOS DE MENDES THAME,158365
ANTONIO CARLOS DOS REIS,20414
ANTONIO CARLOS PANNUNZIO,108705
ANTONIO DE PADUA PACHECO,25585
ANTONIO DUARTE NOGUEIRA JUNIOR,114559
ANTONIO SAMPAIO TEIXEIRA,4159
ARI FRIEDENBACH,21794
ARNALDO CALIL PEREIRA JARDIM,207730
ARNALDO DE ABREU MADEIRA,166741
BENJAMIN RIBEIRO DA SILVA,77334
BRUNA DIAS FURLAN,119618
CAIO GORENTZVAIG,453
CARLOS EDUARDO FARACO BRAGA,33439
CARLOS HENRIQUE FOCESI SAMPAIO,119894
CARLOS ROBERTO DE CAMPOS,54156
CLAUDEMIR SERENO,2056
CLOVIS DA SILVA PINTO,22909
DIMAS EDUARDO RAMALHO,125342
EDGAR MAURICIO DE SANTANA,2330
EDSON APARECIDO DOS SANTOS,285105
EDSON DE JESUS SARDANO,9310
ELEUSES VIEIRA DE PAIVA,90965
EMANUEL FERNANDES,132641
FELICIDADE LOPES PONTES,1399
FERNANDO BARRANCOS CHUCRE,98113
FRANCISCO ALVES DE LIMA,613
FRANCISCO PELUCIO,23899
FRANCO FINATO SCORNAVACCA,14029
GILBERTO BORJA PINTO,30365
GIVALDO RODRIGUES VIEIRA,3066
GUILHERME CAMPOS JUNIOR,123354
HELIO RODRIGUES SECCO,2327
HIRAM AYRES MONTEIRO JUNIOR,26321
JORGE DE FARIA MALULY,132081
JORGE TADEU MUDALEN,97070
JOSE ANTONIO CALDINI CRESPO,23721
JOSE CARLOS STANGARLINI,32874
JOSE LUIZ SILVA BRUNO,3508
JOSE ONERIO DA SILVA,59812
JOSE RICARDO FRANCO MONTORO,185753
JOSÉ ANIBAL PERES DE PONTES,339988
JOSÉ CARLOS VAZ DE LIMA,220132
JOSÉ RICARDO ALVARENGA TRIPOLI,127899
JOSÉ SIRINEU FILGUEIRAS BARBOSA,14997
JOÃO PAULO CORSETTI FERRARESSO,7988
JULIO FRACISCO SEMEGHINI NETO,94842
JUNJI ABE,53127
LELIS DA ROCHA,2096
LINDOMAR CUSTODIA DE OLIVEIRA,769
LUCIA MARIA SANTUCCI,1410
LUCIANO ARTIOLI MOREIRA,24952
LUIZ FERNANDO ARANTES MACHADO,76984
MANOEL MARCOS DE JESUS FERREIRA,24633
MARA CRISTINA GABRILLI,136583
MARCELO CHEHADE,9978
MARCELO PALINKAS,36520
MARIA TERESA SERRANO AFONSO,1493
MAURICIO BONATTI,2973
NELSON ROBERTO BUGALHO,36456
ODECIO BRAGA DE LOUREDO FILHO,2677
PAULO ROGERIO SPOSITO,10435
POLLYANA FATIMA GAMA SANTOS,12201
RAFAEL ANGELO ABUD,3034
RAUL CHRISTIANO DE OLIVEIRA SANCHEZ,23352
RAUL GIL JUNIOR,27389
RENATO APARECIDO GALENDI,16200
RENATO FAUVEL AMARY,37387
ROBERTO JOAO PEREIRA FREIRE,82939
RODRIGO GARCIA,163691
SEBASTIÃO FERRES ARSENE,2541
SILVIO FRANÇA TORRES,181329
SIUSAKU HIRASHIMA,2092
TIRSO DE SALLES MEIRELLES,61842
VALDEMAR ANFRISIO DOS SANTOS,5188
VALDIR VERISSIMO DE ASSUNÇÃO,2550
VANDERLEI MACRIS,107412
VICENTE FERNANDES CASCIONE,48740
WALTER MEYER FELDMAN,315575
WALTER SHINDI IIHOSHI,166482
WILLIAM BOSS WOO,146086
WILLIAM DIB,146631
ZULAIE COBRA RIBEIRO,28326
ACIR DOS SANTOS,16336
AGRIPINO BARBOSA MACEDO,7373
ANTONIO CARLOS BARBOSA,4493
ARMANDO HENRIQUE,5326
BOAVENTURA PEREIRA SANTOS,4551
CARLITO VIANA SOARES,1193
CARLOS HENRIQUE PINTO,168306
DARCY RODRIGUES,6278
DEBORA MARIA MARAGNI PEREIRA DE ABREU,20454
EDILSON MAGAIVER FERREIRA DA SILVA,6971
EDUARDO DUARTE DO NASCIMENTO,1102
ELISEU DANIEL DOS SANTOS,40583
ERLON CHAVES DE CASTRO,3970
ERNALDO CESAR MARCONDES,5064
GILBERTO BENZI,17228
ISMAEL JUDÁ DOS SANTOS NICÁCIO,1090
ITAMAR ALVES DE OLIVEIRA,8845
JOSE VALDEVAM DE JESUS SANTOS,21253
